,Date,Open,High,Low,Close,Adj Close,Volume,eom_14
44,2014-12-09,8439.299805,8444.5,8330.5,8340.700195,8340.700195,146300.0,-0.002418579641859708
45,2014-12-10,8318.049805,8376.799805,8317.0,8355.650391,8355.650391,136700.0,-0.0028120689322476272
46,2014-12-11,8338.849609,8348.299805,8272.400391,8292.900391,8292.900391,133900.0,-0.007249482532161935
47,2014-12-12,8302.0,8321.900391,8216.299805,8224.099609,8224.099609,138100.0,-0.011027994724468027
48,2014-12-15,8160.75,8242.400391,8152.5,8219.599609,8219.599609,137100.0,-0.013540270079475327
49,2014-12-16,8172.600098000001,8189.350098000001,8052.600098000001,8067.600098000001,8067.600098000001,197300.0,-0.016951685894625392
50,2014-12-17,8041.200195,8082.0,7961.350098000001,8029.799805,8029.799805,216200.0,-0.021133562604677924
51,2014-12-18,8138.899901999999,8174.299805,8084.899901999999,8159.299805,8159.299805,162100.0,-0.01998666581202724
52,2014-12-19,8230.450195,8263.450195,8208.599609,8225.200195,8225.200195,174800.0,-0.018239684877016826
53,2014-12-22,8255.0,8330.950195,8228.200195,8324.0,8324.0,139200.0,-0.01445195828689626
54,2014-12-23,8324.599609,8364.75,8252.849609,8267.0,8267.0,132200.0,-0.012599078149946496
55,2014-12-24,8272.049805,8286.400391,8155.25,8174.100098000001,8174.100098000001,221900.0,-0.01876678061990703
56,2014-12-26,8204.799805,8234.549805,8147.950195,8200.700195,8200.700195,75500.0,-0.020529686592004152
57,2014-12-29,8214.700195,8279.150391,8214.700195,8246.299805,8246.299805,82100.0,-0.01408288157357528
58,2014-12-30,8260.299805,8268.25,8220.549805,8248.25,8248.25,77700.0,-0.008527582973842028
59,2014-12-31,8243.900391,8291.0,8243.75,8282.700195,8282.700195,84500.0,-0.006341322226928428
61,2015-01-02,8288.700195,8410.599609,8288.700195,8395.450195,8395.450195,101900.0,0.002168703429677978
62,2015-01-05,8407.950195,8445.599609,8363.900391,8378.400391,8378.400391,118200.0,0.007142091531864725
63,2015-01-06,8325.299805,8327.849609,8111.350098000001,8127.350098000001,8127.350098000001,172800.0,-0.006071480205870935
64,2015-01-07,8118.649901999999,8151.200195,8065.450195,8102.100098000001,8102.100098000001,164100.0,-0.006438683289263535
65,2015-01-08,8191.399901999999,8243.5,8167.299805,8234.599609,8234.599609,143800.0,0.0011937763314187487
66,2015-01-09,8285.450195,8303.299805,8190.799805,8284.5,8284.5,148000.0,-0.0007963767078006449
67,2015-01-12,8291.349609,8332.599609,8245.599609,8323.0,8323.0,103200.0,-0.0006496774596046839
68,2015-01-13,8346.150391,8356.650391,8267.900391,8299.400391,8299.400391,129600.0,-0.0018122301308164488
69,2015-01-14,8307.25,8326.450195,8236.650391,8277.549805,8277.549805,146100.0,-0.004928099282218346
70,2015-01-15,8424.5,8527.099609,8380.549805,8494.150391,8494.150391,232100.0,0.006555573028101252
71,2015-01-16,8504.049805,8530.75,8452.25,8513.799805,8513.799805,176000.0,0.010178945955764853
72,2015-01-19,8550.049805,8570.950195,8531.5,8550.700195,8550.700195,125400.0,0.00839915690895152
73,2015-01-20,8575.099609,8707.900391,8574.5,8695.599609,8695.599609,158700.0,0.01391214305649626
74,2015-01-21,8719.650391,8741.849609,8689.599609,8729.5,8729.5,185900.0,0.014490656550790461
75,2015-01-22,8745.849609,8774.150391,8727.0,8761.400391,8761.400391,175500.0,0.008129261968861965
76,2015-01-23,8827.950195,8866.400391,8795.400391,8835.599609,8835.599609,191200.0,0.007539474320844654
77,2015-01-27,8871.349609,8925.049805,8825.450195,8910.5,8910.5,192000.0,0.0257522717592026
78,2015-01-28,8902.75,8985.049805,8874.049805,8914.299805,8914.299805,185100.0,0.03223145361881617
79,2015-01-29,8901.5,8966.650391,8861.25,8952.349609,8952.349609,256300.0,0.028098922657756913
80,2015-01-30,8996.599609,8996.599609,8775.099609,8808.900391,8808.900391,267300.0,0.024174258352044085
81,2015-02-02,8802.5,8840.799805,8751.099609,8797.400391,8797.400391,210100.0,0.01890062474638819
82,2015-02-03,8823.150391,8837.299805,8726.650391,8756.549805,8756.549805,208700.0,0.017237776447138708
83,2015-02-04,8789.150391,8792.849609,8704.400391,8723.700195,8723.700195,195300.0,0.01750786013321538
84,2015-02-05,8733.099609,8838.450195,8683.650391,8711.700195,8711.700195,173600.0,0.010529591146489823
85,2015-02-06,8696.849609,8726.200195,8645.549805,8661.049805,8661.049805,171300.0,0.006801191419310612
86,2015-02-09,8584.400391,8605.549805,8516.349609,8526.349609,8526.349609,146800.0,3.7072878491233975e-05
87,2015-02-10,8478.099609,8646.25,8470.5,8565.549805,8565.549805,196200.0,-0.00552991339244997
88,2015-02-11,8603.299805,8651.950195,8593.650391,8627.400391,8627.400391,161600.0,-0.005365895414234237
89,2015-02-12,8676.950195,8732.549805,8599.25,8711.549805,8711.549805,158800.0,-0.003450496875910452
90,2015-02-13,8741.5,8822.099609,8729.650391,8805.5,8805.5,221900.0,-0.002308313378861643
91,2015-02-16,8831.400391,8870.099609,8793.400391,8809.349609,8809.349609,136400.0,-0.001707395053271969
92,2015-02-18,8811.549805,8894.299805,8808.900391,8869.099609,8869.099609,147600.0,-0.003212914822779076
93,2015-02-19,8883.049805,8913.450195,8794.450195,8895.299805,8895.299805,213300.0,-0.00266103795622073
94,2015-02-20,8895.5,8899.950195,8816.299805,8833.599609,8833.599609,197600.0,-0.0008715326500669506
95,2015-02-23,8856.849609,8869.0,8736.099609,8754.950195,8754.950195,139600.0,-0.001909114968070624
96,2015-02-24,8772.900391,8800.5,8726.75,8762.099609,8762.099609,149800.0,-0.002748719635046401
97,2015-02-25,8801.900391,8840.650391,8751.400391,8767.25,8767.25,135200.0,-0.00014211509055920987
98,2015-02-26,8779.0,8786.049805,8669.450195,8683.849609,8683.849609,217500.0,-0.0035479328100544586
99,2015-02-27,8729.5,8856.950195,8717.450195,8844.599609,8844.599609,249500.0,0.0013544420065328693
101,2015-03-02,8953.849609,8972.349609,8885.450195,8956.75,8956.75,218100.0,0.010809231646411508
102,2015-03-03,8962.849609,9008.400391,8925.549805,8996.25,8996.25,177800.0,0.012241266163709522
103,2015-03-04,9109.150391,9119.200195,8893.950195,8922.650391,8922.650391,248400.0,0.013146055139410043
104,2015-03-05,8929.400391,8957.549805,8849.349609,8937.75,8937.75,160100.0,0.005583638881498627
105,2015-03-09,8891.150391,8891.299805,8740.450195,8756.75,8756.75,155500.0,-0.0037573706572717183
106,2015-03-10,8769.75,8778.0,8677.349609,8712.049805,8712.049805,163800.0,-0.00987277141838652
107,2015-03-11,8728.75,8755.599609,8682.349609,8699.950195,8699.950195,172800.0,-0.010956558696517349
108,2015-03-12,8740.650391,8787.200195,8732.900391,8776.0,8776.0,173900.0,-0.010134083501347285
109,2015-03-13,8844.049805,8849.75,8631.75,8647.75,8647.75,179200.0,-0.011937403455201926
110,2015-03-16,8656.75,8663.549805,8612.0,8633.150391,8633.150391,163300.0,-0.010480164349280823
111,2015-03-17,8689.099609,8742.549805,8630.799805,8723.299805,8723.299805,177000.0,-0.006906105503056856
112,2015-03-18,8742.900391,8747.25,8664.0,8685.900391,8685.900391,156400.0,-0.007713362026392748
113,2015-03-19,8749.450195,8788.200195,8614.650391,8634.650391,8634.650391,163500.0,-0.005417368008176894
114,2015-03-20,8627.900391,8627.900391,8553.0,8570.900391,8570.900391,174600.0,-0.011192088901383259
115,2015-03-23,8591.549805,8608.349609,8540.549805,8550.900391,8550.900391,150700.0,-0.015739032491385477
116,2015-03-24,8537.049805,8627.75,8535.849609,8542.950195,8542.950195,156700.0,-0.01669842547854609
117,2015-03-25,8568.900391,8573.75,8516.549805,8530.799805,8530.799805,161000.0,-0.020193462022178924
118,2015-03-26,8474.950195,8499.450195,8325.349609,8342.150391,8342.150391,280100.0,-0.021109010931258772
119,2015-03-27,8396.0,8413.200195,8269.150391,8341.400391,8341.400391,193000.0,-0.018837893999164097
120,2015-03-30,8390.950195,8492.299805,8380.75,8492.299805,8492.299805,134700.0,-0.009326547721429088
121,2015-03-31,8527.599609,8550.450195,8454.150391,8491.0,8491.0,167200.0,-0.006357138272135439
122,2015-04-01,8483.700195,8603.400391,8464.75,8586.25,8586.25,125500.0,-0.004765807375496932
123,2015-04-06,8615.799805,8667.549805,8573.75,8659.900391,8659.900391,146900.0,0.0008598747836805902
124,2015-04-07,8684.450195,8693.599609,8586.849609,8660.299805,8660.299805,148700.0,0.0041855295576054925
125,2015-04-08,8698.950195,8730.5,8679.799805,8714.400391,8714.400391,148200.0,0.003566824308955197
126,2015-04-09,8756.200195,8785.5,8682.450195,8778.299805,8778.299805,152700.0,0.004235805887001702
127,2015-04-10,8774.349609,8787.400391,8733.599609,8780.349609,8780.349609,139000.0,0.005287553842244491
128,2015-04-13,8801.75,8841.650391,8762.099609,8834.0,8834.0,121600.0,0.010621407443267497
130,2015-04-16,8757.049805,8760.0,8645.650391,8706.700195,8706.700195,142900.0,0.005474138842946043
131,2015-04-17,8698.049805,8699.849609,8596.700195,8606.0,8606.0,150400.0,0.0024939191295919954
132,2015-04-20,8618.799805,8619.950195,8422.75,8448.099609,8448.099609,148900.0,-0.008582915177841013
133,2015-04-21,8416.099609,8469.349609,8352.700195,8377.75,8377.75,407800.0,-0.0049432850970293355
134,2015-04-22,8400.400391,8449.950195,8284.700195,8429.700195,8429.700195,171800.0,-0.0041485398866209135
135,2015-04-23,8478.200195,8504.950195,8361.849609,8398.299805,8398.299805,156000.0,-0.005459345470389605
136,2015-04-24,8405.700195,8413.299805,8273.349609,8305.25,8305.25,173600.0,-0.013352142617631286
137,2015-04-27,8330.549805,8334.450195,8202.349609,8213.799805,8213.799805,171500.0,-0.01998188683630883
138,2015-04-28,8215.549805,8308.0,8185.149901999999,8285.599609,8285.599609,174600.0,-0.02502736018767066
139,2015-04-29,8274.799805,8308.200195,8219.200195,8239.75,8239.75,160400.0,-0.025352381079810447
140,2015-04-30,8224.5,8229.400391,8144.75,8181.5,8181.5,267700.0,-0.028669612503440654
141,2015-05-04,8230.049805,8346.0,8220.450195,8331.950195,8331.950195,131700.0,-0.023511960971132836
142,2015-05-05,8338.400391,8355.650391,8280.599609,8324.799805,8324.799805,155500.0,-0.023042137723659883
143,2015-05-06,8316.599609,8331.950195,8083.0,8097.0,8097.0,209600.0,-0.034362909420015804
144,2015-05-07,8077.0,8122.600098000001,7997.149901999999,8057.299805,8057.299805,161600.0,-0.0368858876226691
145,2015-05-08,8131.5,8224.950195,8123.450195,8191.5,8191.5,183100.0,-0.029686767371425504
146,2015-05-11,8243.200195,8332.75,8224.650391,8325.25,8325.25,192000.0,-0.013477328212849032
147,2015-05-12,8326.150391,8326.650391,8115.299805,8126.950195,8126.950195,173400.0,-0.01624881806005237
148,2015-05-13,8181.549805,8254.950195,8089.799805,8235.450195,8235.450195,169800.0,-0.016622794084256633
149,2015-05-14,8232.450195,8236.25,8137.299805,8224.200195,8224.200195,134800.0,-0.020197137622219998
150,2015-05-15,8240.299805,8279.200195,8212.200195,8262.349609,8262.349609,129800.0,-0.012837749929135894
151,2015-05-18,8284.950195,8384.599609,8271.950195,8373.650391,8373.650391,148700.0,-0.004247218154047877
152,2015-05-19,8356.200195,8427.799805,8335.0,8365.650391,8365.650391,140300.0,-0.0006404222862133729
153,2015-05-20,8392.650391,8440.349609,8391.450195,8423.25,8423.25,123600.0,-0.0003442118213695197
154,2015-05-21,8434.5,8446.349609,8382.5,8421.0,8421.0,143800.0,0.0013397097416955658
155,2015-05-22,8432.5,8489.549805,8420.599609,8458.950195,8458.950195,187300.0,-0.004138541354774997
156,2015-05-25,8438.150391,8441.950195,8364.150391,8370.25,8370.25,121300.0,-0.007725094372019388
157,2015-05-26,8377.099609,8378.900391,8320.049805,8339.349609,8339.349609,116800.0,-0.00026588150932555155
158,2015-05-27,8302.75,8342.849609,8277.950195,8334.599609,8334.599609,165500.0,0.006824051110033279
159,2015-05-28,8345.700195,8364.5,8270.150391,8319.0,8319.0,232300.0,0.002498157685717007
160,2015-05-29,8327.099609,8443.900391,8305.700195,8433.650391,8433.650391,363900.0,-0.00014526001379349732
161,2015-06-01,8417.25,8467.150391,8405.400391,8433.400391,8433.400391,122200.0,0.00709927168343054
162,2015-06-02,8442.799805,8445.349609,8226.049805,8236.450195,8236.450195,146800.0,-0.0002562636798185746
163,2015-06-03,8232.450195,8236.700195,8094.149901999999,8135.100098000001,8135.100098000001,171400.0,-0.011126595280726667
164,2015-06-04,8155.149901999999,8160.049805,8056.75,8130.649901999999,8130.649901999999,154700.0,-0.01601903181082314
165,2015-06-05,8119.149901999999,8191.0,8100.149901999999,8114.700195,8114.700195,162100.0,-0.018999061029833335
166,2015-06-08,8124.350098000001,8131.0,8030.549805,8044.149901999999,8044.149901999999,135900.0,-0.024930184740336196
167,2015-06-09,8026.5,8057.149901999999,8005.149901999999,8022.399901999999,8022.399901999999,136000.0,-0.027260425667189427
168,2015-06-10,8024.149901999999,8152.25,8023.799805,8124.450195,8124.450195,136800.0,-0.023399103336648627
169,2015-06-11,8157.299805,8163.049805,7958.25,7965.350098000001,7965.350098000001,166200.0,-0.026877471083510802
170,2015-06-12,7959.850098000001,7995.600098000001,7940.299805,7982.899901999999,7982.899901999999,136600.0,-0.02717464795193562
171,2015-06-15,7986.600098000001,8057.700195,7944.850098000001,8013.899901999999,8013.899901999999,133000.0,-0.023226747626570093
172,2015-06-16,8004.200195,8061.850098000001,7952.350098000001,8047.299805,8047.299805,124000.0,-0.021764832416097564
173,2015-06-17,8084.200195,8136.850098000001,8048.950195,8091.549805,8091.549805,152500.0,-0.018433275697238787
174,2015-06-18,8113.700195,8186.899901999999,8101.799805,8174.600098000001,8174.600098000001,144800.0,-0.017832577123238786
175,2015-06-19,8201.150391,8250.799805,8195.650391,8224.950195,8224.950195,147100.0,-0.01793924456951009
176,2015-06-22,8259.299805,8369.450195,8257.400391,8353.099609,8353.099609,122700.0,-0.0013236930027621624
177,2015-06-23,8377.450195,8398.450195,8334.950195,8381.549805,8381.549805,131700.0,0.010626392894285375
178,2015-06-24,8399.400391,8421.349609,8338.900391,8360.849609,8360.849609,130100.0,0.013953959149671794
179,2015-06-25,8336.25,8423.150391,8329.5,8398.0,8398.0,201200.0,0.012339410984246887
180,2015-06-26,8393.950195,8408.549805,8339.700195,8381.099609,8381.099609,110600.0,0.01566278054069317
181,2015-06-29,8247.049805,8329.450195,8195.650391,8318.400391,8318.400391,132000.0,0.008939798418644606
182,2015-06-30,8316.349609,8378.0,8298.950195,8368.5,8368.5,158500.0,0.007830009850438961
183,2015-07-01,8376.25,8481.599609,8370.150391,8453.049805,8453.049805,131800.0,0.015518410265221006
184,2015-07-02,8471.950195,8479.25,8433.200195,8444.900391,8444.900391,112000.0,0.01909032352089348
185,2015-07-03,8440.099609,8497.75,8424.150391,8484.900391,8484.900391,88400.0,0.01735158568983764
186,2015-07-06,8386.150391,8533.150391,8386.150391,8522.150391,8522.150391,101500.0,0.01684970829979607
187,2015-07-07,8525.5,8561.349609,8483.849609,8510.799805,8510.799805,122200.0,0.016168869356852612
188,2015-07-08,8439.200195,8457.5,8341.400391,8363.049805,8363.049805,188100.0,0.008579724869271629
189,2015-07-09,8364.849609,8400.299805,8323.0,8328.549805,8328.549805,131300.0,0.004877922110134276
190,2015-07-10,8365.700195,8377.099609,8315.400391,8360.549805,8360.549805,154100.0,-0.0014461362866286416
191,2015-07-13,8397.25,8471.650391,8355.400391,8459.650391,8459.650391,117800.0,0.001461246046985089
192,2015-07-14,8470.599609,8480.25,8424.099609,8454.099609,8454.099609,101700.0,0.002377762764758306
193,2015-07-15,8463.400391,8531.400391,8462.950195,8523.799805,8523.799805,105500.0,0.0045896011201466734
194,2015-07-16,8546.150391,8616.099609,8542.900391,8608.049805,8608.049805,116000.0,0.008398088098589735
195,2015-07-17,8623.650391,8642.950195,8593.150391,8609.849609,8609.849609,105000.0,0.01778235923406262
196,2015-07-20,8623.900391,8624.099609,8559.0,8603.450195,8603.450195,90600.0,0.01371749265973955
197,2015-07-21,8601.5,8646.75,8517.900391,8529.450195,8529.450195,164100.0,0.007921217463607527
198,2015-07-22,8512.25,8643.900391,8498.650391,8633.5,8633.5,136800.0,0.006191856401905158
199,2015-07-23,8643.950195,8654.75,8573.799805,8589.799805,8589.799805,132900.0,0.007781661085177397
200,2015-07-24,8588.150391,8589.150391,8513.5,8521.549805,8521.549805,127400.0,0.005246147196759637
201,2015-07-27,8492.099609,8492.200195,8351.549805,8361.0,8361.0,136600.0,-0.007126093437869245
202,2015-07-28,8371.099609,8397.400391,8321.75,8337.0,8337.0,174600.0,-0.003624845387264388
203,2015-07-29,8365.599609,8381.5,8338.450195,8375.049805,8375.049805,141000.0,-0.0020265499687761373
204,2015-07-30,8417.0,8458.900391,8408.299805,8421.799805,8421.799805,215200.0,-0.00034958325572835325
205,2015-07-31,8456.099609,8548.950195,8448.0,8532.849609,8532.849609,203300.0,-0.0027907263480005037
206,2015-08-03,8510.650391,8563.950195,8508.099609,8543.049805,8543.049805,156700.0,-0.0033589859534026456
207,2015-08-04,8564.099609,8565.150391,8448.25,8516.900391,8516.900391,187400.0,-0.006751120048742562
208,2015-08-05,8547.450195,8591.849609,8545.849609,8567.950195,8567.950195,132800.0,-0.008924085450689847
209,2015-08-06,8585.799805,8606.299805,8551.5,8588.650391,8588.650391,134900.0,-0.009938449515154083
210,2015-08-07,8580.799805,8595.950195,8552.700195,8564.599609,8564.599609,143700.0,-0.008676681072170705
211,2015-08-10,8577.0,8621.549805,8497.799805,8525.599609,8525.599609,123400.0,-0.009208743655330575
212,2015-08-11,8548.450195,8556.25,8441.299805,8462.349609,8462.349609,154400.0,-0.011609272144092794
213,2015-08-12,8445.700195,8446.950195,8337.950195,8349.450195,8349.450195,190000.0,-0.017836991343540127
214,2015-08-13,8384.450195,8429.5,8339.75,8355.849609,8355.849609,189200.0,-0.015432158099154348
215,2015-08-14,8402.349609,8530.099609,8381.200195,8518.549805,8518.549805,155900.0,-0.0010661467236867772
216,2015-08-17,8530.5,8530.599609,8428.049805,8477.299805,8477.299805,174700.0,0.0018545951593244294
217,2015-08-18,8505.849609,8525.75,8433.599609,8466.549805,8466.549805,153300.0,0.0018609059053012746
218,2015-08-19,8468.049805,8520.450195,8425.950195,8495.150391,8495.150391,130500.0,0.000289465520261809
219,2015-08-20,8471.049805,8501.349609,8359.75,8372.75,8372.75,184100.0,-0.004354714705121314
220,2015-08-21,8305.400391,8322.200195,8225.049805,8299.950195,8299.950195,201300.0,-0.010720261553465412
221,2015-08-24,8055.950195,8060.049805,7769.399901999999,7809.0,7809.0,312400.0,-0.03326453259355579
222,2015-08-25,7895.399901999999,7925.399901999999,7667.25,7880.700195,7880.700195,299100.0,-0.04210148292596294
223,2015-08-26,7865.25,7930.049805,7777.100098000001,7791.850098000001,7791.850098000001,216600.0,-0.03950549909675132
224,2015-08-27,7921.600098000001,7963.600098000001,7862.299805,7948.950195,7948.950195,305000.0,-0.0379985553044858
225,2015-08-28,8053.700195,8091.799805,7961.649901999999,8001.950195,8001.950195,195600.0,-0.03154166934769738
226,2015-08-31,8009.25,8043.600098000001,7947.950195,7971.299805,7971.299805,198200.0,-0.029369981386743366
227,2015-09-01,7907.950195,7929.100098000001,7746.5,7785.850098000001,7785.850098000001,184900.0,-0.03615664555948372
228,2015-09-02,7856.649901999999,7862.549805,7699.25,7717.0,7717.0,215300.0,-0.03897417202064829
229,2015-09-03,7774.450195,7845.600098000001,7754.049805,7823.0,7823.0,155800.0,-0.04302523975796046
230,2015-09-04,7803.399901999999,7804.899901999999,7626.850098000001,7655.049805,7655.049805,193600.0,-0.04953268394604045
231,2015-09-07,7685.850098000001,7705.049805,7545.899901999999,7558.799805,7558.799805,141400.0,-0.0568154339164334
232,2015-09-08,7587.700195,7720.899901999999,7539.5,7688.25,7688.25,172200.0,-0.05612500181843649
233,2015-09-09,7805.850098000001,7846.049805,7764.549805,7818.600098000001,7818.600098000001,208400.0,-0.04889060980721723
234,2015-09-10,7729.049805,7819.850098000001,7678.5,7788.100098000001,7788.100098000001,160300.0,-0.04701601678735022
235,2015-09-11,7833.799805,7864.850098000001,7759.899901999999,7789.299805,7789.299805,136400.0,-0.019691695270686323
236,2015-09-14,7811.100098000001,7879.950195,7761.850098000001,7872.25,7872.25,122800.0,-0.011806801598065199
237,2015-09-15,7867.350098000001,7880.0,7799.75,7829.100098000001,7829.100098000001,136500.0,-0.013897581045089065
238,2015-09-16,7886.850098000001,7913.899901999999,7853.299805,7899.149901999999,7899.149901999999,140000.0,-0.01395427379303526
239,2015-09-18,7967.450195,8055.0,7955.850098000001,7981.899901999999,7981.899901999999,241800.0,-0.015793569059434485
240,2015-09-21,7911.5,7987.899901999999,7908.350098000001,7977.100098000001,7977.100098000001,121800.0,-0.01739982626948517
241,2015-09-22,8014.799805,8021.600098000001,7787.75,7812.0,7812.0,168400.0,-0.01056604349689207
242,2015-09-23,7737.350098000001,7882.899901999999,7723.25,7845.950195,7845.950195,146700.0,-0.015381146614487253
243,2015-09-24,7838.399901999999,7894.5,7804.100098000001,7868.5,7868.5,202500.0,-0.014701493267411972
244,2015-09-28,7892.799805,7893.950195,7787.950195,7795.700195,7795.700195,136300.0,-0.009650540740407502
245,2015-09-29,7725.700195,7926.549805,7691.200195,7843.299805,7843.299805,240700.0,-0.004622980804498647
246,2015-09-30,7924.25,7957.700195,7874.5,7948.899901999999,7948.899901999999,210700.0,-0.001954195956629179
247,2015-10-01,7992.049805,8008.25,7930.649901999999,7950.899901999999,7950.899901999999,156900.0,-0.004960711028095264
248,2015-10-05,8005.100098000001,8128.899901999999,8005.100098000001,8119.299805,8119.299805,183100.0,0.003285480622667247
249,2015-10-06,8180.450195,8180.950195,8096.5,8152.899901999999,8152.899901999999,178500.0,0.002235907239579049
250,2015-10-07,8146.200195,8188.899901999999,8132.899901999999,8177.399901999999,8177.399901999999,193900.0,0.0021077222834512753
251,2015-10-08,8196.75,8196.75,8105.850098000001,8129.350098000001,8129.350098000001,171700.0,0.0009478783279215228
252,2015-10-09,8186.350098000001,8232.200195,8139.649901999999,8189.700195,8189.700195,199700.0,0.0007421779029622547
253,2015-10-12,8231.5,8244.5,8128.200195,8143.600098000001,8143.600098000001,199100.0,-0.0028082538001464783
254,2015-10-13,8121.950195,8150.25,8088.600098000001,8131.700195,8131.700195,145900.0,-0.0021550684701512105
255,2015-10-14,8102.399901999999,8139.299805,8096.350098000001,8107.899901999999,8107.899901999999,138900.0,0.002119386836277511
256,2015-10-15,8134.350098000001,8190.549805,8129.799805,8179.5,8179.5,167200.0,0.01111625118622334
257,2015-10-16,8193.650391,8246.400391,8147.649901999999,8238.150391,8238.150391,156400.0,0.011304209770728728
258,2015-10-19,8262.549805,8283.049805,8239.200195,8275.049805,8275.049805,124500.0,0.013380637211073885
259,2015-10-20,8280.299805,8294.049805,8229.200195,8261.650391,8261.650391,155100.0,0.015635727944533235
260,2015-10-21,8258.349609,8294.400391,8217.150391,8251.700195,8251.700195,144800.0,0.012388495016121737
261,2015-10-23,8308.25,8328.099609,8280.75,8295.450195,8295.450195,152000.0,0.011586271308170708
262,2015-10-26,8333.650391,8336.299805,8252.049805,8260.549805,8260.549805,133900.0,0.006414411512299544
263,2015-10-27,8230.349609,8241.950195,8217.049805,8232.900391,8232.900391,156700.0,0.003256481142523171
